Bank;CardCompany;CloseDate;ExpirationDate;TotalARS;TotalUSD;CardNumber;CardOwner;CardTotalARS;CardTotalUSD;MovementType;OriginalDate;ReceiptNumber;Detail;CurrentInstallment;TotalInstallments;AmountARS;AmountUSD
Visa Prisma;VISA;2025-04-22;2025-05-02;1.241.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;720.950,00;0,00;CardMovement;2025-04-17;RCPT_000111;LATE TACO;;;17.600,00;0,00
Visa Prisma;VISA;2025-04-22;2025-05-02;1.241.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;720.950,00;0,00;CardMovement;2025-04-02;RCPT_000112;SUNSET NOODLES;;;22.800,00;0,00
Visa Prisma;VISA;2025-04-22;2025-05-02;1.241.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;720.950,00;0,00;CardMovement;2025-04-13;RCPT_000113;BLUE MUG;;;3.100,00;0,00
Visa Prisma;VISA;2025-04-22;2025-05-02;1.241.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;720.950,00;0,00;CardMovement;2025-04-21;RCPT_000114;BLUE MUG;;;11.400,00;0,00
Visa Prisma;VISA;2025-04-22;2025-05-02;1.241.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;720.950,00;0,00;CardMovement;2025-04-12;RCPT_000115;OAK CAFE;;;8.700,00;0,00
Visa Prisma;VISA;2025-04-22;2025-05-02;1.241.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;720.950,00;0,00;CardMovement;2025-04-12;RCPT_000116;CORNER SNACKS;;;5.000,00;0,00
Visa Prisma;VISA;2025-04-22;2025-05-02;1.241.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;720.950,00;0,00;CardMovement;2025-04-11;RCPT_000117;CITY KIOSK;;;4.700,00;0,00
Visa Prisma;VISA;2025-04-22;2025-05-02;1.241.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;720.950,00;0,00;CardMovement;2025-04-14;RCPT_000118;HARBOR PHARMACY;;;58.000,00;0,00
Visa Prisma;VISA;2025-04-22;2025-05-02;1.241.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;720.950,00;0,00;CardMovement;2025-04-12;RCPT_000119;PAPER CLOUD;;;54.700,00;0,00
Visa Prisma;VISA;2025-04-22;2025-05-02;1.241.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;720.950,00;0,00;CardMovement;2025-04-09;RCPT_000120;HOME CLICK;;;102.200,00;0,00
Visa Prisma;VISA;2025-04-22;2025-05-02;1.241.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;720.950,00;0,00;CardMovement;2025-04-01;RCPT_000121;WARM LIGHTS;;;67.400,00;0,00
Visa Prisma;VISA;2025-04-22;2025-05-02;1.241.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;720.950,00;0,00;CardMovement;2025-04-08;RCPT_000122;FUEL POINT NORTH;;;19.300,00;0,00
Visa Prisma;VISA;2025-04-22;2025-05-02;1.241.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;720.950,00;0,00;CardMovement;2025-04-09;RCPT_000123;RUTA SERVICE;;;43.200,00;0,00
Visa Prisma;VISA;2025-04-22;2025-05-02;1.241.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;720.950,00;0,00;CardMovement;2025-04-09;RCPT_000124;STUDIO CORE;;;42.300,00;0,00
Visa Prisma;VISA;2025-04-22;2025-05-02;1.241.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;720.950,00;0,00;CardMovement;2025-04-18;RCPT_000125;PIXEL BAZAAR HEADPHONES;1;6;48.250,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;;;;;PastPayment;;;PREVIOUS TOTAL BALANCE;;;415.300,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;;;;;PastPayment;2025-05-12;;PREVIOUS TOTAL PAYMENT;;;-415.300,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;357.800,00;0,00;CardMovement;2025-05-09;RCPT_000126;RIVER MARKET;;;74.900,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;357.800,00;0,00;CardMovement;2025-05-21;RCPT_000127;NORTH GROCER;;;67.700,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;357.800,00;0,00;CardMovement;2025-05-23;RCPT_000128;URBAN WRAPS;;;18.600,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;357.800,00;0,00;CardMovement;2025-05-10;RCPT_000129;SUNSET NOODLES;;;21.700,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;357.800,00;0,00;CardMovement;2025-05-24;RCPT_000130;CLOUD PIZZA;;;7.500,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;357.800,00;0,00;CardMovement;2025-05-17;RCPT_000131;URBAN WRAPS;;;19.300,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;357.800,00;0,00;CardMovement;2025-05-03;RCPT_000132;BLUE MUG;;;7.500,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;357.800,00;0,00;CardMovement;2025-05-20;RCPT_000133;BLUE MUG;;;8.600,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;357.800,00;0,00;CardMovement;2025-05-08;RCPT_000134;BLUE MUG;;;10.000,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;357.800,00;0,00;CardMovement;2025-05-01;RCPT_000135;CORNER SNACKS;;;5.000,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;357.800,00;0,00;CardMovement;2025-05-04;RCPT_000136;NORTH STITCH;;;39.700,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;357.800,00;0,00;CardMovement;2025-05-07;RCPT_000137;RIVER CINEMA;;;31.800,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;357.800,00;0,00;CardMovement;2025-05-19;RCPT_000138;CITY POWER CO;;;45.500,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;;;;;PastPayment;;;PREVIOUS TOTAL BALANCE;;;517.100,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;;;;;PastPayment;2025-05-12;;PREVIOUS TOTAL PAYMENT;;;-517.100,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;624.100,00;0,00;CardMovement;2025-05-17;RCPT_000139;RIVER MARKET;;;81.900,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;624.100,00;0,00;CardMovement;2025-05-25;RCPT_000140;GREEN CART;;;62.700,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;624.100,00;0,00;CardMovement;2025-05-25;RCPT_000141;BARRIO FOODS;;;73.500,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;624.100,00;0,00;CardMovement;2025-05-08;RCPT_000142;GREEN CART;;;46.100,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;624.100,00;0,00;CardMovement;2025-05-17;RCPT_000143;LATE TACO;;;23.300,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;624.100,00;0,00;CardMovement;2025-05-17;RCPT_000144;GARDEN BOWL;;;24.500,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;624.100,00;0,00;CardMovement;2025-05-13;RCPT_000145;SUNSET NOODLES;;;18.800,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;624.100,00;0,00;CardMovement;2025-05-15;RCPT_000146;BLUE MUG;;;9.800,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;624.100,00;0,00;CardMovement;2025-05-22;RCPT_000147;MORNING CUP;;;8.900,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;624.100,00;0,00;CardMovement;2025-05-11;RCPT_000148;MORNING CUP;;;7.900,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;624.100,00;0,00;CardMovement;2025-05-11;RCPT_000149;CORNER SNACKS;;;8.200,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;624.100,00;0,00;CardMovement;2025-05-15;RCPT_000150;CARE CLINIC;;;60.100,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;624.100,00;0,00;CardMovement;2025-05-12;RCPT_000151;URBAN THREADS;;;75.700,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;624.100,00;0,00;CardMovement;2025-05-16;RCPT_000152;RIVER CINEMA;;;7.200,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;624.100,00;0,00;CardMovement;2025-05-10;RCPT_000153;FUEL POINT NORTH;;;45.900,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;624.100,00;0,00;CardMovement;2025-05-24;RCPT_000154;RUTA SERVICE;;;41.100,00;0,00
Santander;AMEX;2025-05-26;2025-06-03;981.900,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;624.100,00;0,00;CardMovement;2025-05-13;RCPT_000155;AQUA HOME;;;28.500,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;;;;;PastPayment;;;PREVIOUS TOTAL BALANCE;;;520.200,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;;;;;PastPayment;2025-05-08;;PREVIOUS TOTAL PAYMENT;;;-520.200,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;506.700,00;0,00;CardMovement;2025-05-19;RCPT_000156;RIVER MARKET;;;84.200,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;506.700,00;0,00;CardMovement;2025-05-19;RCPT_000157;BARRIO FOODS;;;56.800,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;506.700,00;0,00;CardMovement;2025-05-17;RCPT_000158;GREEN CART;;;70.800,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;506.700,00;0,00;CardMovement;2025-05-10;RCPT_000159;URBAN WRAPS;;;28.000,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;506.700,00;0,00;CardMovement;2025-05-08;RCPT_000160;CLOUD PIZZA;;;17.600,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;506.700,00;0,00;CardMovement;2025-05-15;RCPT_000161;OAK CAFE;;;11.600,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;506.700,00;0,00;CardMovement;2025-05-17;RCPT_000162;BLUE MUG;;;4.400,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;506.700,00;0,00;CardMovement;2025-05-12;RCPT_000163;MINI STOP;;;5.600,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;506.700,00;0,00;CardMovement;2025-05-02;RCPT_000164;CARE CLINIC;;;34.400,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;506.700,00;0,00;CardMovement;2025-05-09;RCPT_000165;HOME CLICK;;;102.700,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;506.700,00;0,00;CardMovement;2025-05-09;RCPT_000166;PIXEL BAZAAR;;;52.300,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;506.700,00;0,00;CardMovement;2025-05-06;RCPT_000167;BRIGHT CELL MOBILE;;;20.600,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;506.700,00;0,00;CardMovement;2025-05-14;RCPT_000168;STREAMBOX PREMIUM;;;6.700,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2001;ALPHA_HOUSEHOLD_RAW;506.700,00;0,00;CardMovement;2025-05-12;RCPT_000169;CLOUD MUSIC;;;11.000,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;;;;;PastPayment;;;PREVIOUS TOTAL BALANCE;;;720.950,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;;;;;PastPayment;2025-05-08;;PREVIOUS TOTAL PAYMENT;;;-720.950,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;601.450,00;0,00;CardMovement;2025-05-15;RCPT_000170;RIVER MARKET;;;55.000,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;601.450,00;0,00;CardMovement;2025-05-10;RCPT_000171;BARRIO FOODS;;;78.500,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;601.450,00;0,00;CardMovement;2025-05-05;RCPT_000172;RIVER MARKET;;;33.000,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;601.450,00;0,00;CardMovement;2025-05-19;RCPT_000173;GARDEN BOWL;;;27.800,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;601.450,00;0,00;CardMovement;2025-05-08;RCPT_000174;CLOUD PIZZA;;;14.900,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;601.450,00;0,00;CardMovement;2025-05-20;RCPT_000175;CLOUD PIZZA;;;25.000,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;601.450,00;0,00;CardMovement;2025-05-21;RCPT_000176;CLOUD PIZZA;;;27.000,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;601.450,00;0,00;CardMovement;2025-05-17;RCPT_000177;OAK CAFE;;;5.900,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;601.450,00;0,00;CardMovement;2025-05-21;RCPT_000178;MORNING CUP;;;6.000,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;601.450,00;0,00;CardMovement;2025-05-04;RCPT_000179;CORNER SNACKS;;;7.500,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;601.450,00;0,00;CardMovement;2025-05-15;RCPT_000180;CARE CLINIC;;;41.300,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;601.450,00;0,00;CardMovement;2025-05-09;RCPT_000181;PLAYHALL;;;20.600,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;601.450,00;0,00;CardMovement;2025-05-18;RCPT_000182;HOME BASICS;;;68.900,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;601.450,00;0,00;CardMovement;2025-05-21;RCPT_000183;FUEL POINT NORTH;;;64.500,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;601.450,00;0,00;CardMovement;2025-05-20;RCPT_000184;FUEL POINT NORTH;;;43.100,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;601.450,00;0,00;CardMovement;2025-05-06;RCPT_000185;STUDIO CORE;;;46.700,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;601.450,00;0,00;CardMovement;2025-05-20;RCPT_000186;PIXEL BAZAAR RETURN CREDIT;;;-12.500,00;0,00
Visa Prisma;VISA;2025-05-22;2025-06-01;1.108.150,00;0,00;VISA-PRISMA-2002;BETA_HOUSEHOLD_RAW;601.450,00;0,00;CardMovement;2025-05-18;RCPT_000187;PIXEL BAZAAR HEADPHONES;2;6;48.250,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;;;;;PastPayment;;;PREVIOUS TOTAL BALANCE;;;357.800,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;;;;;PastPayment;2025-06-12;;PREVIOUS TOTAL PAYMENT;;;-357.800,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;488.200,00;0,00;CardMovement;2025-06-06;RCPT_000188;NORTH GROCER;;;81.200,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;488.200,00;0,00;CardMovement;2025-06-11;RCPT_000189;NORTH GROCER;;;55.100,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;488.200,00;0,00;CardMovement;2025-06-25;RCPT_000190;NORTH GROCER;;;37.900,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;488.200,00;0,00;CardMovement;2025-06-22;RCPT_000191;CLOUD PIZZA;;;9.300,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;488.200,00;0,00;CardMovement;2025-06-16;RCPT_000192;LATE TACO;;;25.500,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;488.200,00;0,00;CardMovement;2025-06-18;RCPT_000193;OAK CAFE;;;8.700,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;488.200,00;0,00;CardMovement;2025-06-11;RCPT_000194;OAK CAFE;;;10.400,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;488.200,00;0,00;CardMovement;2025-06-06;RCPT_000195;CITY KIOSK;;;4.900,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;488.200,00;0,00;CardMovement;2025-06-07;RCPT_000196;CORNER SNACKS;;;3.600,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;488.200,00;0,00;CardMovement;2025-06-25;RCPT_000197;PAPER CLOUD;;;75.800,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;488.200,00;0,00;CardMovement;2025-06-05;RCPT_000198;PIXEL BAZAAR;;;83.100,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;488.200,00;0,00;CardMovement;2025-06-14;RCPT_000199;LITTLE BOOK NOOK;;;11.000,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;488.200,00;0,00;CardMovement;2025-06-22;RCPT_000200;ATELIER NINE;;;37.300,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1001;ALPHA_HOUSEHOLD_RAW;488.200,00;0,00;CardMovement;2025-06-18;RCPT_000201;CITY POWER CO;;;44.400,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;;;;;PastPayment;;;PREVIOUS TOTAL BALANCE;;;624.100,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;;;;;PastPayment;2025-06-12;;PREVIOUS TOTAL PAYMENT;;;-624.100,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;674.600,00;0,00;CardMovement;2025-06-15;RCPT_000202;RIVER MARKET;;;73.000,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;674.600,00;0,00;CardMovement;2025-06-08;RCPT_000203;NORTH GROCER;;;47.500,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;674.600,00;0,00;CardMovement;2025-06-13;RCPT_000204;GREEN CART;;;76.200,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;674.600,00;0,00;CardMovement;2025-06-09;RCPT_000205;LATE TACO;;;23.400,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;674.600,00;0,00;CardMovement;2025-06-17;RCPT_000206;GARDEN BOWL;;;24.900,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;674.600,00;0,00;CardMovement;2025-06-10;RCPT_000207;SUNSET NOODLES;;;12.000,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;674.600,00;0,00;CardMovement;2025-06-13;RCPT_000208;GARDEN BOWL;;;22.000,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;674.600,00;0,00;CardMovement;2025-06-13;RCPT_000209;BLUE MUG;;;11.000,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;674.600,00;0,00;CardMovement;2025-06-11;RCPT_000210;CITY KIOSK;;;6.700,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;674.600,00;0,00;CardMovement;2025-06-04;RCPT_000211;CORNER SNACKS;;;8.800,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;674.600,00;0,00;CardMovement;2025-06-20;RCPT_000212;HARBOR PHARMACY;;;18.200,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;674.600,00;0,00;CardMovement;2025-06-12;RCPT_000213;PIXEL BAZAAR;;;76.900,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;674.600,00;0,00;CardMovement;2025-06-07;RCPT_000214;URBAN CART;;;79.300,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;674.600,00;0,00;CardMovement;2025-06-14;RCPT_000215;NORTH STITCH;;;53.700,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;674.600,00;0,00;CardMovement;2025-06-08;RCPT_000216;PLAYHALL;;;17.700,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;674.600,00;0,00;CardMovement;2025-06-16;RCPT_000217;CITY GAS;;;29.700,00;0,00
Santander;AMEX;2025-06-26;2025-07-04;1.162.800,00;0,00;SANT-AMX-1002;BETA_HOUSEHOLD_RAW;674.600,00;0,00;CardMovement;2025-06-16;RCPT_000218;RUTA SERVICE;;;52.300,00;0,00
